x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,y
-17.93351949,6.559219807,2.42246779,-27.73739154,-12.08060109,-3.892933936,1.06746559,0.935953167,10.9120072,1.107143687,-6.930959438,1.216195107,-3.20179122,-2.554698386,18.64196692,4.35556812,2.930575428,-8.837017327,11.13002185,29.00327719,28.0673826,6.858562823,6.639400475,-11.90230825,1.97267632,-2.209550688,13.75118309,-53.21076937,0.118927864,-2.378699221,-1.363484197,6.198709308,-3.303895885,-14.45281006,bmw,thur,-4.732854939,0.381673258,3.315615309,2.126179652,2.563194366,"($1,306.52)",-89.39434768,-28.454044,-16.20129845,-0.01%,0.217010304,23.82774676,0.19799393,9.21946304,7.966779207,-33.78499535,3.224432735,19.62759693,-8.350444708,6.135674936,29.39658793,9.729891218,-0.786430936,5.798202245,7.797346527,-1.848539558,-10.42059788,-43.47210024,-4.234013824,0.228835154,-4.992378981,-0.730362692,sept.,113.6090775,27.35703281,7.089389217,35.71473019,3.203122596,-30.36720951,-6.438587607,13.60736182,-14.6996181,17.98169393,2.306999653,-49.66881826,6.88812562,11.12612014,33.19286866,5.516509414,8.060382605,10.16488818,-0.945972394,-0.268380159,-1.395420947,-94.5823578,11.10704679,0.093337462,asia,0.421523825,35.25994688,8.994318073,-21.00018183,-0.686588431,2.949106301,0.862313272
-37.21475431,10.77492982,5.404071845,21.35473782,0.612690064,-3.09353311,6.161557635,-0.972155843,-5.222169008,0.384969381,55.12738046,0.226434953,0.08030904,-6.158352125,-0.06843343,0.67125466,1.047602337,11.51288446,22.59380964,30.73043524,22.69193219,1.638203357,22.99236686,-3.426357927,-4.425385507,-21.84838851,-15.585629,23.27829836,5.798607538,-0.744078754,-1.127306453,-6.110792262,11.44909871,-15.38400393,Toyota,wednesday,-0.077339074,10.98377357,6.411503127,3.849884979,-15.21020566,($24.86),153.0326524,-32.55773585,69.67590257,0.00%,-3.584907997,-9.20780773,-18.81734441,-33.2749362,1.878241569,-4.768643963,5.408302376,-53.22580256,-6.682908419,2.921223655,37.10586202,35.72792619,-0.985552343,-2.749365761,-0.515297094,5.532410798,-6.463038378,-13.50332026,-0.856349377,5.708973166,0.956285937,-0.438180863,July,-83.42241991,-9.414394481,19.07863939,0.201859305,20.00125881,-8.073947121,30.53088231,21.40870816,-10.02604482,-31.95046108,-1.667241131,14.05659695,-2.625739736,-18.58805114,-35.20930493,13.13176267,-4.127880378,-7.792043425,-1.058691018,0.09140847,-4.768139138,1.474587308,-1.991845747,15.66618684,asia,-0.13276362,-1.192562955,3.885023609,-37.88652315,-7.730391799,-1.107329806,0.221003715
0.330441111,-19.60997161,-1.331804253,-15.15389181,19.71024012,19.07729975,-1.747109823,0.545570484,-1.464608957,3.670569506,-23.19872291,-1.728167313,0.194728599,15.42562412,-7.37778687,-5.148825236,7.518403571,-4.61887184,47.03960211,37.53133358,29.28185679,-11.96641945,-69.0063961,13.45846678,-7.598210461,15.58595847,1.375170928,33.13912416,5.316061608,-2.618426421,0.275117124,0.925513012,-1.719140635,-9.167911048,bmw,thurday,2.06412447,12.07168766,7.392407732,-2.868111091,12.50614145,($110.85),-141.4372759,-20.7949517,55.04260442,0.00%,-3.991366162,1.268973971,-5.268585818,3.826065429,8.815131341,4.031761612,-10.42505988,-16.72530628,0.738464499,-17.89244137,25.10947994,-9.283522665,-3.394718432,2.6552309,2.62340014,-1.131575359,13.97254876,4.184259378,1.178784263,19.21100848,-2.178991665,-2.838676897,July,-19.443606,57.71525466,9.642057232,-35.60653229,6.066999003,41.01979113,-4.474583785,-12.9928724,2.485948099,25.45316048,-2.649664082,13.3362198,7.007134673,-9.323044357,-15.22154387,1.545008693,-0.146546096,-0.975970587,4.217667887,-0.196222346,1.019799509,5.160726413,17.13284035,-5.333011733,asia,1.432307951,-3.435426969,-1.13345013,7.426099467,-5.945534394,1.316312146,0.609590826
-13.70976525,-8.011390375,-1.536483154,23.12949749,27.88087919,20.5739908,-1.617689486,4.129694414,1.139927532,2.912837836,-4.266472809,-0.611640655,-2.266844475,-4.727265904,1.947569531,-7.887527176,10.18379361,-5.534296153,70.13442663,20.73905078,-9.891155689,-3.115887442,-45.20349633,11.72115156,-0.891464153,16.21574422,-17.89471892,14.48343618,0.268278624,1.632825488,0.648522351,-3.691136641,1.713175183,6.759263887,Toyota,wed,1.727614531,-1.76838214,-2.83305881,0.237976056,24.03973254,($324.43),51.03965288,-7.046907904,-31.42441911,0.01%,7.908896882,11.75700172,6.087897794,-17.07496521,11.94478432,-43.93036281,2.042542138,-33.09233286,-3.185442786,9.103002982,12.80034475,-2.891881674,-2.690222342,-6.230000005,5.776814861,9.685368248,4.275216339,23.69611938,6.931587003,-0.978046217,-3.046060639,0.08825076,Apr,-38.57326265,17.02440485,21.33808015,-30.77871016,-3.442964083,-7.106683786,-33.57189335,10.14543533,6.098919653,17.2045869,-2.067338633,-5.448624847,-1.949063505,-1.242046442,-24.44929741,11.26834244,-3.066737778,-6.402145122,2.117923919,0.336568069,-0.868632533,-26.58976451,12.29213591,4.177925389,asia,0.733068909,4.372964158,15.52993114,29.71215294,2.240739691,0.477195104,0.256340916
-4.202597931,7.076210192,8.881549721,23.60077674,26.23216365,-14.46231998,3.231192904,-0.069363508,-7.310535777,-2.268699762,1.134866578,1.074985127,-0.937645883,-2.092563178,-3.835045692,4.566927359,2.011430703,-1.00205349,-23.09730039,13.77175283,9.592197184,-4.136527925,-16.26640294,-6.009267787,3.941376122,-8.488937516,3.658351783,-9.011426989,-4.274480296,0.280248975,-0.2183602,3.195554567,3.16044179,-26.00491888,Toyota,wednesday,-4.269696238,-3.414224073,0.864826544,-8.271576356,2.115988666,"$1,213.37 ",-31.04669979,19.06118191,-31.52551505,-0.01%,0.846718573,0.211011972,3.315974181,-33.88496623,-5.951614961,-22.07577491,6.621319815,41.15721843,-1.127596481,-4.436244594,-9.898216104,25.49747997,3.516801253,4.212825725,-0.634620078,-0.137332151,-9.436784297,-9.919846757,1.357206257,3.369163704,2.070445511,-2.95996472,Aug,-49.13830548,46.24651961,7.806416208,-3.127775262,10.79883346,38.87679547,-1.159631085,11.28469837,13.67913998,27.64776308,2.214561739,19.44736134,17.97163078,-1.338839267,-15.7601024,-4.36802819,-0.408023108,-1.433767252,3.173392706,0.248461518,1.206592925,61.17824331,6.21874261,8.715708817,asia,-0.977502255,-30.08593202,-8.244311544,66.54033136,-3.478194674,-2.869701926,0.796259225
12.57027663,2.543882929,5.036511103,18.27557113,14.2207324,4.636572349,0.937568157,-0.003773977,-22.13151505,-1.286908247,23.33916667,2.223446326,0.756984765,5.842980144,7.930450286,-4.052101012,-0.462549351,-8.62062727,15.60390508,25.87467507,5.979243269,1.031373473,-55.24717166,-9.237739626,1.251133507,-22.62872125,-16.50074183,24.43549189,-0.125345837,-0.238578882,-0.508573618,-5.750772027,11.9261798,25.6736196,Toyota,wed,-0.842857968,3.40053114,11.0042635,2.809065142,37.17696301,"($1,508.42)",-98.95648431,11.73407332,100.6548899,0.00%,15.35946602,-4.854862314,0.2689211,18.26569644,0.426943554,-2.973454604,-12.5486454,-45.35848827,-2.450357254,-8.105311736,56.1379242,9.000781768,1.929145211,-7.846323906,-2.418915261,-4.878880458,-8.0752098,24.93335526,-1.059877315,1.078063027,-0.431483961,-1.622833419,Aug,118.6638917,15.13547789,86.88006115,20.28650467,1.919241691,20.32577838,-51.08460957,-5.157240724,35.04183874,12.3614159,1.552216291,-12.25413611,-3.118585434,0.167606535,-33.72044454,-14.23669486,-4.513343066,7.792537822,-1.230945005,-0.010808705,-0.231039983,-36.87979917,-19.71907042,4.09106488,asia,1.34695277,-9.178544762,3.825094332,63.28744569,-8.466452956,2.906964118,0.240180691
17.9493742,-35.40685337,-1.512401026,-16.07872451,-20.76452587,-3.572166738,-2.242707257,-0.549311968,-17.44130809,1.579037564,-10.85263794,-0.181332257,2.584689554,-2.738661744,2.140411219,2.348040985,26.55722045,-2.646454034,-24.45283229,79.02035951,8.197884057,-0.830592265,-12.28430651,-1.283339782,7.540575331,30.85782675,-1.94637866,22.42985631,6.211727672,1.782177307,1.814396353,5.717407984,2.561123186,-25.1649673,bmw,wednesday,0.587439059,-13.78289373,-0.109514127,8.31491282,-5.204894889,"($1,431.44)",-205.6382741,16.39903898,116.7497514,0.01%,5.964465661,10.84637379,-5.929771583,21.67506509,-0.603721047,27.86430483,2.1874442,-41.22389005,-6.726030052,6.857801311,10.131257,15.85157585,-0.81940548,-1.056453917,9.329916683,-7.693583237,-0.58205543,21.45263915,3.410650744,4.609215991,3.635809368,-0.69741143,July,76.25323564,-14.8966194,-11.81619886,5.902401029,15.98626683,7.176400538,-51.02699944,-14.39604752,33.480941,3.515559734,2.300215661,15.76697948,4.346750314,3.397719756,26.24718484,7.007822554,-1.418185125,-5.150660839,-1.154916575,0.086956916,-1.227000026,131.1431168,-1.406199616,2.717707971,america,0.375733455,36.02575672,11.54791971,-6.436465094,-6.254731561,0.310396354,0.313543659
38.64526776,-21.87106573,1.403067221,-33.78924651,-32.78241689,-24.14533586,1.26272908,2.211356918,-10.41546425,4.131178978,46.94403625,0.251810656,0.647714536,-14.558148,0.65381971,-6.038622697,3.553479693,-0.212433401,14.69596712,11.86636004,-3.45716963,2.536401325,-13.48002274,12.93407946,3.161795603,37.41805778,-16.11907875,22.16496758,3.766363019,0.835310708,-1.504956922,4.385175117,-8.663055275,-74.40551486,tesla,thurday,-9.707926295,6.114417281,7.529297341,10.00805899,-17.88343487,"$1,613.55 ",-239.1514318,28.57011554,-333.2610279,0.01%,5.556268526,39.5170646,10.78791759,-11.94515708,-5.056698902,32.99008375,-9.455614936,-71.33363292,1.54352632,9.201939941,-70.11874305,-15.11218132,2.480845494,1.904035784,6.921512208,3.329726734,-1.247503195,-21.76166209,-0.462823069,-3.389402423,3.31103112,2.733561099,July,-33.440767,-22.01582689,-66.05092443,-56.23350964,-35.01469411,-45.73880548,-16.89476174,2.760209204,-9.843957815,-30.99176782,-0.167408502,-62.2521645,1.591286852,-9.565380221,22.33757186,-6.862730676,-0.905688632,0.399081879,1.950235361,0.068140901,3.009710733,-117.9990677,0.912653924,-6.677295258,asia,-0.839062448,47.8479673,-10.19317921,-17.24918563,-6.728300546,1.459516975,0.114163484
35.27988716,-2.004482578,-5.289373203,-17.17421421,40.82033913,18.57554221,4.041896514,-0.398772644,-2.783833468,-1.198739754,-71.5173998,-1.243569697,1.042784606,2.003225598,0.606496123,-15.61027596,4.215747592,1.828316203,-8.294937017,-15.68032423,13.32205411,11.57308922,-27.54294509,-7.374346983,-4.304128484,37.96533135,-6.629852509,64.41999601,-5.256298699,-0.932353495,3.066927061,-0.55207379,2.722831455,-12.07197694,tesla,wed,-1.020027643,3.250740852,0.088693287,0.208505875,-19.37785172,"$1,178.11 ",-108.2293483,-29.88638793,-126.4342982,0.00%,4.08589664,-11.43264716,8.204975451,18.57839904,4.958702004,-41.22632859,-2.622641794,67.55576621,-8.165782277,6.076317353,-46.46575983,-10.55890154,1.700617587,0.193119816,0.291998926,-5.644546387,-12.14963802,-14.47405797,0.682043098,-12.09705686,1.689244876,-2.337433443,Aug,-123.2510509,62.22169169,23.63265921,-30.53338076,-7.125900397,-7.790458756,20.72664569,-11.6056171,50.08596878,6.853962966,-2.566188103,-15.50990502,10.51816967,-11.93797938,-12.89168185,9.997889016,0.61398871,7.020043753,-3.328415146,0.598153952,-1.329132608,-36.53190154,-6.515815246,-5.251497911,asia,-0.818205857,25.0125171,-16.86063936,25.8356133,-2.345669198,4.35130192,0.49269804
-31.75664563,-5.499584654,0.27878852,5.665959627,36.19264318,8.1601153,-0.941279467,-1.490179258,-26.34310578,-1.719475264,0.711054815,-1.716898674,-2.246937519,1.317921806,-5.034812892,-1.220640714,-9.576495443,-7.599512575,13.30520715,4.872430748,-7.735283382,-4.161594512,-11.01789143,-8.785504425,-0.65997051,-17.44801628,-18.30314951,-21.87014159,-12.64705658,-2.761299042,1.374080758,5.089886997,10.62654107,6.198889039,chrystler,wednesday,-4.569550448,13.90239322,0.074440089,-13.88634875,1.031500384,($312.04),299.0256987,24.33866572,-25.00183867,0.00%,4.204931614,14.52832036,9.333001559,22.23302032,7.223974761,-16.84540723,-0.202966941,13.84761267,-5.549194639,-12.33349785,38.42536921,-5.320925512,4.405564446,-0.478308466,8.997710009,-6.985082347,4.069939073,-1.197659798,-1.8086757,4.841298233,-3.750411894,2.059406216,May,84.77769985,-15.77039482,-45.04350006,26.77526847,-13.4817847,10.95495574,39.4073657,13.27345314,12.79771577,-1.781846752,0.534616586,54.40993289,-9.183131272,6.730626633,-34.81053096,8.58627824,-0.774352604,-7.350381715,1.344330189,0.043658623,-0.129665549,139.6904837,-7.722882992,-7.961098247,asia,-0.227608276,-12.80506535,-6.371940191,7.672246595,-3.938934344,0.77160455,0.915069985
